Date,Open,High,Low,Close,Volume
2019-01-02,36.784153336468826,37.72459813439212,36.62741193285769,37.50373458862305,148158800
2019-01-03,34.19317161474013,34.60639781423897,33.72295119720163,33.76807403564453,365248800
2019-01-04,34.32379724419946,35.27849047559891,34.1504337518255,35.209617614746094,234428400
2019-01-07,35.3141057597988,35.34498004544206,34.64914539714357,35.13124084472656,219111200
2019-01-08,35.51835961608837,36.05507960072124,35.271376090157844,35.800968170166016,164101200
2019-01-09,35.92919831490206,36.69865303809117,35.53497493470445,36.40892028808594,180396400
2019-01-10,36.2165556097032,36.56565974711911,35.82707935334201,36.52528762817383,143122800
2019-01-11,36.30680629526423,36.501542638359126,35.98144849990563,36.16668701171875,108092800
2019-01-14,35.82470893215311,35.924452462452855,35.43760619352494,35.62284469604492,129756800
2019-01-15,35.6869494685626,36.427903118150255,35.634702365195125,36.35190963745117,114843600
2019-01-16,36.35430090299284,37.01926139590715,36.33530161762464,36.796024322509766,122278800
2019-01-17,36.62026521540451,37.44196668114076,36.39702825438836,37.01449203491211,119284800
2019-01-18,37.40397730943639,37.49422298571699,37.042998228056234,37.242488861083984,135004000
2019-01-22,37.145127995415336,37.2211215121317,36.2450554347819,36.40654754638672,121576000
2019-01-23,36.60840791094517,36.84351998595546,36.02656885020508,36.55378723144531,92522400
2019-01-24,36.59891278758119,36.68678131637326,36.03607297019486,36.26405715942383,101766000
2019-01-25,36.924261855530716,37.553600900151864,36.64878130027886,37.465728759765625,134142000
2019-01-28,36.99787570546437,37.12611994377185,36.492033900729126,37.118995666503906,104768400
2019-01-29,37.107118439253085,37.55359244791163,36.598899490058756,36.7342643737793,166348800
2019-01-30,38.76952042341593,39.45822714683114,38.052312966631995,39.24449157714844,244439200
2019-01-31,39.44874416345685,40.13507759392993,39.08064065604189,39.52711486816406,162958400
2019-02-01,39.65059485362112,40.13031312607623,39.405981367304726,39.54610061645508,130672400
2019-02-04,39.757451916384056,40.766765380026705,39.726577639075366,40.669395446777344,125982000
2019-02-05,41.051762882070676,41.578981228642604,40.93064652495009,41.36524200439453,144406400
2019-02-06,41.47684858776138,41.69533847596294,41.04937750984635,41.37948226928711,112958400
2019-02-07,40.94251782527925,41.30824769496477,40.45329804715444,40.59579086303711,126966800
2019-02-08,40.30482197415641,40.70312351098446,40.16887284710859,40.643497467041016,95280000
2019-02-11,40.796127195647315,40.834288725227694,40.36681908607748,40.40974807739258,83973600
